sender,recipient,time,keyword_flag,subject_len,sentiment
user10@company.com,user19@company.com,2023-01-02 09:35:00,0,7,0
user9@company.com,user14@company.com,2023-01-02 14:19:00,1,12,0
user10@company.com,user14@company.com,2023-01-02 15:38:00,1,12,0
user3@company.com,user12@company.com,2023-01-02 09:45:00,1,12,0
user7@company.com,user5@company.com,2023-01-02 10:00:00,0,14,0
user17@company.com,user12@company.com,2023-01-02 14:25:00,1,12,0
user13@company.com,user12@company.com,2023-01-02 13:31:00,1,7,0
user19@company.com,user3@company.com,2023-01-02 13:56:00,0,14,0
user4@company.com,user14@company.com,2023-01-02 16:10:00,0,7,0
user14@company.com,user9@company.com,2023-01-02 19:58:00,1,7,0
user17@company.com,user16@company.com,2023-01-02 17:44:00,1,7,0
user2@company.com,user14@company.com,2023-01-02 13:47:00,0,7,0
user8@company.com,user17@company.com,2023-01-02 07:58:00,1,7,0
user1@company.com,user6@company.com,2023-01-02 11:38:00,1,12,0
user5@company.com,user10@company.com,2023-01-02 10:38:00,0,7,0
user6@company.com,user1@company.com,2023-01-02 08:49:00,0,14,0
user13@company.com,user14@company.com,2023-01-02 18:37:00,0,14,0
user17@company.com,user7@company.com,2023-01-02 13:10:00,1,12,0
user9@company.com,user11@company.com,2023-01-02 15:34:00,1,12,0
user10@company.com,user15@company.com,2023-01-03 19:56:00,0,14,0
user4@company.com,user20@company.com,2023-01-03 19:51:00,1,7,0
user5@company.com,user10@company.com,2023-01-03 18:13:00,1,12,0
user10@company.com,user1@company.com,2023-01-03 09:52:00,1,12,0
user1@company.com,user5@company.com,2023-01-03 08:49:00,1,12,0
user17@company.com,user14@company.com,2023-01-03 17:18:00,1,12,0
user6@company.com,user7@company.com,2023-01-03 12:11:00,0,7,0
user7@company.com,user17@company.com,2023-01-03 09:32:00,0,14,0
user15@company.com,user20@company.com,2023-01-03 10:11:00,0,7,0
user2@company.com,user7@company.com,2023-01-03 19:48:00,0,7,0
user9@company.com,user15@company.com,2023-01-03 14:40:00,0,7,0
user4@company.com,user7@company.com,2023-01-03 08:18:00,0,14,0
user13@company.com,user4@company.com,2023-01-03 11:04:00,1,7,0
user1@company.com,user20@company.com,2023-01-03 10:30:00,1,12,0
user4@company.com,user1@company.com,2023-01-03 07:17:00,0,14,0
user19@company.com,user2@company.com,2023-01-03 08:13:00,0,7,0
user1@company.com,user14@company.com,2023-01-03 16:33:00,1,7,0
user16@company.com,user17@company.com,2023-01-03 19:21:00,0,7,0
user14@company.com,user11@company.com,2023-01-03 12:43:00,1,7,0
user11@company.com,user8@company.com,2023-01-03 12:42:00,1,12,0
user13@company.com,user2@company.com,2023-01-03 12:55:00,1,7,0
user4@company.com,user1@company.com,2023-01-03 14:55:00,1,12,0
user5@company.com,user1@company.com,2023-01-03 16:07:00,0,7,0
user9@company.com,user8@company.com,2023-01-03 12:28:00,0,7,0
user16@company.com,user18@company.com,2023-01-03 13:42:00,0,7,0
user1@company.com,user12@company.com,2023-01-03 07:40:00,1,7,0
user2@company.com,user12@company.com,2023-01-03 17:28:00,0,7,0
user20@company.com,user16@company.com,2023-01-03 13:47:00,0,7,0
user3@company.com,user13@company.com,2023-01-03 13:59:00,1,12,0
user4@company.com,user14@company.com,2023-01-03 11:38:00,0,7,0
user5@company.com,user18@company.com,2023-01-03 16:50:00,0,7,0
user2@company.com,user6@company.com,2023-01-03 14:50:00,0,14,0
user10@company.com,user19@company.com,2023-01-03 14:10:00,1,12,0
user4@company.com,user17@company.com,2023-01-03 17:34:00,0,7,0
user8@company.com,user7@company.com,2023-01-03 09:48:00,0,14,0
user4@company.com,user15@company.com,2023-01-03 18:01:00,0,7,0
user11@company.com,user14@company.com,2023-01-03 19:17:00,0,7,0
user9@company.com,user17@company.com,2023-01-03 17:07:00,0,7,0
user18@company.com,user16@company.com,2023-01-03 08:50:00,1,7,0
user8@company.com,user20@company.com,2023-01-03 19:59:00,0,7,0
user3@company.com,user12@company.com,2023-01-03 13:58:00,1,12,0
user18@company.com,user14@company.com,2023-01-03 19:14:00,0,7,0
user9@company.com,user4@company.com,2023-01-03 11:05:00,0,14,0
user3@company.com,user12@company.com,2023-01-03 18:37:00,0,7,0
user4@company.com,user20@company.com,2023-01-03 12:08:00,1,7,0
user13@company.com,user20@company.com,2023-01-03 18:00:00,1,7,0
user2@company.com,user20@company.com,2023-01-03 15:12:00,1,12,0
user14@company.com,user11@company.com,2023-01-03 19:23:00,0,7,0
user20@company.com,user19@company.com,2023-01-04 10:06:00,1,12,0
user1@company.com,user19@company.com,2023-01-04 14:20:00,0,7,0
user10@company.com,user8@company.com,2023-01-04 14:43:00,1,12,0
user5@company.com,user11@company.com,2023-01-04 09:47:00,0,14,0
user20@company.com,user11@company.com,2023-01-04 11:32:00,0,14,0
user9@company.com,user20@company.com,2023-01-04 14:40:00,0,7,0
user16@company.com,user10@company.com,2023-01-04 18:24:00,0,14,0
user11@company.com,user5@company.com,2023-01-04 18:13:00,0,7,0
user2@company.com,user7@company.com,2023-01-04 14:46:00,1,12,0
user10@company.com,user6@company.com,2023-01-04 07:35:00,1,12,0
user11@company.com,user15@company.com,2023-01-04 17:30:00,1,7,0
user13@company.com,user14@company.com,2023-01-04 08:33:00,1,7,0
user10@company.com,user7@company.com,2023-01-04 18:54:00,0,7,0
user13@company.com,user4@company.com,2023-01-04 09:20:00,0,7,0
user2@company.com,user11@company.com,2023-01-04 14:41:00,0,7,0
user19@company.com,user5@company.com,2023-01-04 14:44:00,1,12,0
user10@company.com,user5@company.com,2023-01-04 10:13:00,0,7,0
user1@company.com,user13@company.com,2023-01-04 18:54:00,0,7,0
user4@company.com,user6@company.com,2023-01-04 13:27:00,0,7,0
user2@company.com,user5@company.com,2023-01-04 12:30:00,0,7,0
user2@company.com,user5@company.com,2023-01-04 15:41:00,1,7,0
user19@company.com,user14@company.com,2023-01-04 09:40:00,1,12,0
user8@company.com,user2@company.com,2023-01-04 08:15:00,1,12,0
user16@company.com,user10@company.com,2023-01-04 18:38:00,0,7,0
user13@company.com,user3@company.com,2023-01-04 19:29:00,1,12,0
user9@company.com,user16@company.com,2023-01-04 12:00:00,0,14,0
user4@company.com,user3@company.com,2023-01-04 08:31:00,0,7,0
user8@company.com,user1@company.com,2023-01-04 16:36:00,0,7,0
user16@company.com,user9@company.com,2023-01-04 18:47:00,0,14,0
user19@company.com,user6@company.com,2023-01-04 13:30:00,1,12,0
user10@company.com,user20@company.com,2023-01-04 09:06:00,1,7,0
user3@company.com,user19@company.com,2023-01-04 09:25:00,0,14,0
user13@company.com,user19@company.com,2023-01-04 15:50:00,0,7,0
user16@company.com,user3@company.com,2023-01-04 15:53:00,0,7,0
user18@company.com,user4@company.com,2023-01-04 19:48:00,0,7,0
user4@company.com,user7@company.com,2023-01-04 16:44:00,0,7,0
user1@company.com,user19@company.com,2023-01-04 14:51:00,1,7,0
user4@company.com,user2@company.com,2023-01-04 09:36:00,0,7,0
user6@company.com,user3@company.com,2023-01-04 15:16:00,0,14,0
user3@company.com,user5@company.com,2023-01-04 15:19:00,1,7,0
user18@company.com,user6@company.com,2023-01-04 13:42:00,0,14,0
user8@company.com,user11@company.com,2023-01-04 07:33:00,1,7,0
user18@company.com,user15@company.com,2023-01-04 09:36:00,1,12,0
user11@company.com,user18@company.com,2023-01-04 12:38:00,0,7,0
user17@company.com,user7@company.com,2023-01-04 18:06:00,0,14,0
user8@company.com,user2@company.com,2023-01-04 10:09:00,1,7,0
user7@company.com,user5@company.com,2023-01-05 16:35:00,0,7,0
user19@company.com,user12@company.com,2023-01-05 11:08:00,0,7,0
user14@company.com,user3@company.com,2023-01-05 15:16:00,1,7,0
user13@company.com,user6@company.com,2023-01-05 13:29:00,0,14,0
user9@company.com,user15@company.com,2023-01-05 18:09:00,0,7,0
user7@company.com,user3@company.com,2023-01-05 17:46:00,1,7,0
user7@company.com,user13@company.com,2023-01-05 16:42:00,0,7,0
user20@company.com,user6@company.com,2023-01-05 13:52:00,0,7,0
user11@company.com,user15@company.com,2023-01-05 13:01:00,0,7,0
user8@company.com,user3@company.com,2023-01-05 11:07:00,0,7,0
user4@company.com,user19@company.com,2023-01-05 13:04:00,1,7,0
user3@company.com,user13@company.com,2023-01-05 12:49:00,1,7,0
user5@company.com,user9@company.com,2023-01-05 11:00:00,0,14,0
user13@company.com,user8@company.com,2023-01-05 13:06:00,0,14,0
user6@company.com,user18@company.com,2023-01-05 18:56:00,1,7,0
user19@company.com,user16@company.com,2023-01-05 08:33:00,1,7,0
user19@company.com,user10@company.com,2023-01-05 15:17:00,0,7,0
user4@company.com,user2@company.com,2023-01-05 09:20:00,1,12,0
user6@company.com,user13@company.com,2023-01-05 19:47:00,0,7,0
user18@company.com,user13@company.com,2023-01-05 14:37:00,0,7,0
user9@company.com,user1@company.com,2023-01-05 17:32:00,0,7,0
user5@company.com,user6@company.com,2023-01-05 13:36:00,1,7,0
user2@company.com,user13@company.com,2023-01-05 18:49:00,0,7,0
user20@company.com,user14@company.com,2023-01-05 18:29:00,0,7,0
user15@company.com,user12@company.com,2023-01-05 19:29:00,0,7,0
user10@company.com,user9@company.com,2023-01-05 13:33:00,0,7,0
user10@company.com,user3@company.com,2023-01-05 11:26:00,1,7,0
user3@company.com,user4@company.com,2023-01-05 08:46:00,0,7,0
user3@company.com,user7@company.com,2023-01-05 16:03:00,0,14,0
user10@company.com,user19@company.com,2023-01-05 14:51:00,0,14,0
user14@company.com,user18@company.com,2023-01-05 18:08:00,1,12,0
user16@company.com,user18@company.com,2023-01-05 17:43:00,0,7,0
user4@company.com,user14@company.com,2023-01-05 07:39:00,0,7,0
user1@company.com,user15@company.com,2023-01-05 18:34:00,1,7,0
user8@company.com,user18@company.com,2023-01-05 17:38:00,0,14,0
user20@company.com,user15@company.com,2023-01-05 09:43:00,0,7,0
user8@company.com,user6@company.com,2023-01-05 08:23:00,0,7,0
user17@company.com,user12@company.com,2023-01-05 07:27:00,1,12,0
user13@company.com,user6@company.com,2023-01-05 12:07:00,1,7,0
user8@company.com,user19@company.com,2023-01-05 19:54:00,0,14,0
user10@company.com,user11@company.com,2023-01-05 14:18:00,1,7,0
user7@company.com,user1@company.com,2023-01-05 18:40:00,0,7,0
user13@company.com,user7@company.com,2023-01-05 11:59:00,0,7,0
user2@company.com,user16@company.com,2023-01-05 16:54:00,1,12,0
user2@company.com,user13@company.com,2023-01-05 07:39:00,1,12,0
user11@company.com,user10@company.com,2023-01-05 12:06:00,0,14,0
user12@company.com,user6@company.com,2023-01-05 13:22:00,0,14,0
user4@company.com,user15@company.com,2023-01-05 14:12:00,0,14,0
user17@company.com,user18@company.com,2023-01-05 09:26:00,0,14,0
user16@company.com,user1@company.com,2023-01-05 09:49:00,1,7,0
user8@company.com,user17@company.com,2023-01-05 13:23:00,1,7,0
user12@company.com,user15@company.com,2023-01-05 09:34:00,1,7,0
user4@company.com,user16@company.com,2023-01-05 17:53:00,1,12,0
user6@company.com,user5@company.com,2023-01-05 12:47:00,1,12,0
user1@company.com,user13@company.com,2023-01-05 18:12:00,0,14,0
user7@company.com,user11@company.com,2023-01-05 07:08:00,1,12,0
user14@company.com,user11@company.com,2023-01-05 07:10:00,0,7,0
user16@company.com,user9@company.com,2023-01-06 08:26:00,1,12,0
user18@company.com,user16@company.com,2023-01-06 19:43:00,0,7,0
user11@company.com,user14@company.com,2023-01-06 15:46:00,1,12,0
user5@company.com,user4@company.com,2023-01-06 08:50:00,0,14,0
user5@company.com,user6@company.com,2023-01-06 12:32:00,0,14,0
user8@company.com,user2@company.com,2023-01-06 17:53:00,1,7,0
user14@company.com,user1@company.com,2023-01-06 13:30:00,1,7,0
user10@company.com,user17@company.com,2023-01-06 08:48:00,1,12,0
user8@company.com,user5@company.com,2023-01-06 18:32:00,0,7,0
user8@company.com,user10@company.com,2023-01-06 19:07:00,1,7,0
user8@company.com,user15@company.com,2023-01-06 10:30:00,0,14,0
user17@company.com,user6@company.com,2023-01-06 10:54:00,0,7,0
user5@company.com,user9@company.com,2023-01-06 08:08:00,1,12,0
user2@company.com,user10@company.com,2023-01-06 10:59:00,0,7,0
user14@company.com,user1@company.com,2023-01-06 16:12:00,0,14,0
user2@company.com,user14@company.com,2023-01-06 13:33:00,1,7,0
user8@company.com,user9@company.com,2023-01-06 12:27:00,1,12,0
user2@company.com,user18@company.com,2023-01-06 13:41:00,0,14,0
user10@company.com,user4@company.com,2023-01-06 11:23:00,1,7,0
user12@company.com,user15@company.com,2023-01-06 10:20:00,0,14,0
user6@company.com,user2@company.com,2023-01-06 07:03:00,1,7,0
user7@company.com,user11@company.com,2023-01-06 14:17:00,0,7,0
user4@company.com,user15@company.com,2023-01-06 09:16:00,1,12,0
user12@company.com,user11@company.com,2023-01-06 11:07:00,0,14,0
user1@company.com,user19@company.com,2023-01-06 19:55:00,0,7,0
user11@company.com,user13@company.com,2023-01-06 18:51:00,1,7,0
user19@company.com,user17@company.com,2023-01-06 16:23:00,0,7,0
user9@company.com,user7@company.com,2023-01-06 16:24:00,0,14,0
user4@company.com,user6@company.com,2023-01-06 17:47:00,0,7,0
user4@company.com,user2@company.com,2023-01-06 16:58:00,0,7,0
user7@company.com,user16@company.com,2023-01-06 08:04:00,0,7,0
user20@company.com,user11@company.com,2023-01-06 11:46:00,1,12,0
user7@company.com,user19@company.com,2023-01-06 18:09:00,0,14,0
user5@company.com,user8@company.com,2023-01-06 13:35:00,1,7,0
user18@company.com,user12@company.com,2023-01-06 12:28:00,0,14,0
user14@company.com,user3@company.com,2023-01-06 14:26:00,0,7,0
user17@company.com,user1@company.com,2023-01-06 09:38:00,1,7,0
user5@company.com,user11@company.com,2023-01-06 07:36:00,0,14,0
user7@company.com,user14@company.com,2023-01-06 14:43:00,0,7,0
user17@company.com,user3@company.com,2023-01-06 09:28:00,0,7,0
user13@company.com,user19@company.com,2023-01-06 19:24:00,1,12,0
user20@company.com,user9@company.com,2023-01-06 10:11:00,0,14,0
user6@company.com,user20@company.com,2023-01-06 10:37:00,0,14,0
user17@company.com,user15@company.com,2023-01-06 15:45:00,0,7,0
user9@company.com,user11@company.com,2023-01-06 10:18:00,1,7,0
user18@company.com,user4@company.com,2023-01-06 09:14:00,0,14,0
user18@company.com,user8@company.com,2023-01-06 11:02:00,0,7,0
user9@company.com,user5@company.com,2023-01-06 11:55:00,0,14,0
user8@company.com,user7@company.com,2023-01-06 15:07:00,0,14,0
user12@company.com,user13@company.com,2023-01-06 12:05:00,0,7,0
user9@company.com,user5@company.com,2023-01-06 13:57:00,0,7,0
user10@company.com,user12@company.com,2023-01-06 07:40:00,0,14,0
user12@company.com,user8@company.com,2023-01-06 18:17:00,0,7,0
user9@company.com,user1@company.com,2023-01-06 15:42:00,0,7,0
user4@company.com,user14@company.com,2023-01-06 17:16:00,0,7,0
user18@company.com,user7@company.com,2023-01-06 14:14:00,1,7,0
user9@company.com,user7@company.com,2023-01-06 16:40:00,1,12,0
user5@company.com,user16@company.com,2023-01-06 10:46:00,1,12,0
user12@company.com,user5@company.com,2023-01-06 14:05:00,1,12,0
user6@company.com,user16@company.com,2023-01-06 09:52:00,0,7,0
user19@company.com,user16@company.com,2023-01-07 18:11:00,1,7,0
user1@company.com,user11@company.com,2023-01-07 09:56:00,0,7,0
user13@company.com,user7@company.com,2023-01-07 08:09:00,0,14,0
user14@company.com,user8@company.com,2023-01-07 14:58:00,1,12,0
user4@company.com,user18@company.com,2023-01-07 09:46:00,0,14,0
user20@company.com,user4@company.com,2023-01-07 13:24:00,0,14,0
user4@company.com,user1@company.com,2023-01-07 19:53:00,0,14,0
user5@company.com,user9@company.com,2023-01-07 19:05:00,1,7,0
user5@company.com,user1@company.com,2023-01-07 19:00:00,0,14,0
user18@company.com,user11@company.com,2023-01-07 18:05:00,0,7,0
user5@company.com,user17@company.com,2023-01-07 19:36:00,1,12,0
user6@company.com,user11@company.com,2023-01-07 12:30:00,0,7,0
user8@company.com,user2@company.com,2023-01-07 15:44:00,1,7,0
user18@company.com,user4@company.com,2023-01-07 07:52:00,0,14,0
user4@company.com,user19@company.com,2023-01-07 11:06:00,0,7,0
user14@company.com,user5@company.com,2023-01-07 07:58:00,0,7,0
user1@company.com,user9@company.com,2023-01-07 13:24:00,0,7,0
user12@company.com,user10@company.com,2023-01-07 10:58:00,1,12,0
user4@company.com,user17@company.com,2023-01-07 09:07:00,0,7,0
user4@company.com,user11@company.com,2023-01-07 12:04:00,0,7,0
user11@company.com,user4@company.com,2023-01-07 12:59:00,0,14,0
user2@company.com,user6@company.com,2023-01-07 09:27:00,0,7,0
user11@company.com,user6@company.com,2023-01-07 17:27:00,0,7,0
user10@company.com,user11@company.com,2023-01-07 12:56:00,0,14,0
user9@company.com,user17@company.com,2023-01-07 17:23:00,1,7,0
user3@company.com,user1@company.com,2023-01-07 09:49:00,0,7,0
user11@company.com,user5@company.com,2023-01-07 13:28:00,1,12,0
user3@company.com,user5@company.com,2023-01-07 16:27:00,1,7,0
user5@company.com,user3@company.com,2023-01-07 12:08:00,0,7,0
user13@company.com,user12@company.com,2023-01-07 12:31:00,1,12,0
user16@company.com,user14@company.com,2023-01-07 16:50:00,1,7,0
user5@company.com,user9@company.com,2023-01-07 13:26:00,0,7,0
user16@company.com,user19@company.com,2023-01-07 15:31:00,0,7,0
user18@company.com,user8@company.com,2023-01-07 13:05:00,0,7,0
user14@company.com,user18@company.com,2023-01-07 16:49:00,0,7,0
user3@company.com,user9@company.com,2023-01-07 12:00:00,0,7,0
user1@company.com,user13@company.com,2023-01-08 15:30:00,0,7,0
user4@company.com,user2@company.com,2023-01-08 12:23:00,0,7,0
user10@company.com,user16@company.com,2023-01-08 09:53:00,0,7,0
user14@company.com,user8@company.com,2023-01-08 10:52:00,0,7,0
user2@company.com,user6@company.com,2023-01-08 08:44:00,0,7,0
user13@company.com,user1@company.com,2023-01-08 18:27:00,1,7,0
user2@company.com,user5@company.com,2023-01-08 17:37:00,0,14,0
user16@company.com,user6@company.com,2023-01-08 07:09:00,1,7,0
user5@company.com,user3@company.com,2023-01-08 10:04:00,0,14,0
user19@company.com,user14@company.com,2023-01-08 09:48:00,0,7,0
user16@company.com,user5@company.com,2023-01-08 18:33:00,1,7,0
user16@company.com,user14@company.com,2023-01-08 18:21:00,1,12,0
user1@company.com,user11@company.com,2023-01-08 08:09:00,0,14,0
user2@company.com,user7@company.com,2023-01-08 15:10:00,0,14,0
user13@company.com,user15@company.com,2023-01-08 17:56:00,1,12,0
user18@company.com,user9@company.com,2023-01-08 16:32:00,1,7,0
user8@company.com,user15@company.com,2023-01-08 09:17:00,0,14,0
user17@company.com,user13@company.com,2023-01-08 09:47:00,0,7,0
user13@company.com,user2@company.com,2023-01-08 10:25:00,0,7,0
user18@company.com,user3@company.com,2023-01-08 18:29:00,1,12,0
user11@company.com,user14@company.com,2023-01-08 13:10:00,0,14,0
user12@company.com,user15@company.com,2023-01-08 10:17:00,0,14,0
user4@company.com,user3@company.com,2023-01-08 12:38:00,1,7,0
user1@company.com,user9@company.com,2023-01-08 11:10:00,0,7,0
user4@company.com,user3@company.com,2023-01-08 10:38:00,0,14,0
user10@company.com,user7@company.com,2023-01-08 15:12:00,0,14,0
user8@company.com,user10@company.com,2023-01-08 08:36:00,0,7,0
user2@company.com,user20@company.com,2023-01-08 19:30:00,0,14,0
user2@company.com,user12@company.com,2023-01-08 08:19:00,0,14,0
user12@company.com,user10@company.com,2023-01-08 13:32:00,0,7,0
user11@company.com,user14@company.com,2023-01-08 18:22:00,0,7,0
user4@company.com,user12@company.com,2023-01-08 13:57:00,0,7,0
user4@company.com,user18@company.com,2023-01-08 19:49:00,0,7,0
user1@company.com,user20@company.com,2023-01-08 19:24:00,1,12,0
user19@company.com,user2@company.com,2023-01-08 11:10:00,0,7,0
user15@company.com,user3@company.com,2023-01-08 17:05:00,0,7,0
user7@company.com,user5@company.com,2023-01-08 19:45:00,0,7,0
user17@company.com,user18@company.com,2023-01-08 18:38:00,0,7,0
user11@company.com,user16@company.com,2023-01-08 19:08:00,1,7,0
user10@company.com,user13@company.com,2023-01-08 16:54:00,1,12,0
user2@company.com,user14@company.com,2023-01-08 10:13:00,0,7,0
user20@company.com,user3@company.com,2023-01-08 09:36:00,1,12,0
user4@company.com,user1@company.com,2023-01-08 09:49:00,1,7,0
user18@company.com,user3@company.com,2023-01-08 14:06:00,1,12,0
user11@company.com,user6@company.com,2023-01-08 11:10:00,0,14,0
user9@company.com,user20@company.com,2023-01-08 12:22:00,0,14,0
user3@company.com,user7@company.com,2023-01-08 18:49:00,1,12,0
user9@company.com,user17@company.com,2023-01-08 11:48:00,1,12,0
user5@company.com,user4@company.com,2023-01-08 16:31:00,0,14,0
user12@company.com,user10@company.com,2023-01-08 13:26:00,0,7,0
user5@company.com,user16@company.com,2023-01-08 12:32:00,0,7,0
user11@company.com,user13@company.com,2023-01-08 08:43:00,1,12,0
user17@company.com,user15@company.com,2023-01-08 11:56:00,0,14,0
user20@company.com,user2@company.com,2023-01-08 18:50:00,0,7,0
user18@company.com,user1@company.com,2023-01-08 09:54:00,0,14,0
user10@company.com,user14@company.com,2023-01-08 09:36:00,1,12,0
user3@company.com,user9@company.com,2023-01-08 13:55:00,1,12,0
user3@company.com,user13@company.com,2023-01-09 14:29:00,0,7,0
user15@company.com,user4@company.com,2023-01-09 08:11:00,0,14,0
user13@company.com,user15@company.com,2023-01-09 10:25:00,1,7,0
user3@company.com,user12@company.com,2023-01-09 12:38:00,1,12,0
user7@company.com,user17@company.com,2023-01-09 08:17:00,1,12,0
user2@company.com,user19@company.com,2023-01-09 09:30:00,0,7,0
user7@company.com,user12@company.com,2023-01-09 16:02:00,0,7,0
user13@company.com,user2@company.com,2023-01-09 19:23:00,1,12,0
user16@company.com,user7@company.com,2023-01-09 07:13:00,0,14,0
user14@company.com,user9@company.com,2023-01-09 11:40:00,0,7,0
user3@company.com,user6@company.com,2023-01-09 08:17:00,1,12,0
user3@company.com,user11@company.com,2023-01-09 18:28:00,1,12,0
user17@company.com,user7@company.com,2023-01-09 17:57:00,1,7,0
user6@company.com,user2@company.com,2023-01-09 08:57:00,1,12,0
user11@company.com,user10@company.com,2023-01-09 09:12:00,1,7,0
user14@company.com,user17@company.com,2023-01-09 14:34:00,0,7,0
user14@company.com,user12@company.com,2023-01-09 18:36:00,1,12,0
user1@company.com,user19@company.com,2023-01-09 19:57:00,0,7,0
user7@company.com,user3@company.com,2023-01-09 18:42:00,0,7,0
user20@company.com,user5@company.com,2023-01-09 12:42:00,1,7,0
user1@company.com,user6@company.com,2023-01-09 14:59:00,0,7,0
user16@company.com,user11@company.com,2023-01-09 08:50:00,1,12,0
user9@company.com,user18@company.com,2023-01-09 18:00:00,1,12,0
user5@company.com,user16@company.com,2023-01-09 17:37:00,0,14,0
user2@company.com,user8@company.com,2023-01-09 18:12:00,1,12,0
user18@company.com,user6@company.com,2023-01-09 16:24:00,0,7,0
user12@company.com,user7@company.com,2023-01-09 10:43:00,0,7,0
user1@company.com,user13@company.com,2023-01-09 12:01:00,1,7,0
user10@company.com,user18@company.com,2023-01-09 08:44:00,1,12,0
user15@company.com,user14@company.com,2023-01-09 13:22:00,1,7,0
user18@company.com,user14@company.com,2023-01-09 15:48:00,1,7,0
user4@company.com,user7@company.com,2023-01-09 14:27:00,1,7,0
user6@company.com,user19@company.com,2023-01-09 16:10:00,0,7,0
user14@company.com,user13@company.com,2023-01-09 11:54:00,1,12,0
user10@company.com,user4@company.com,2023-01-09 08:51:00,0,14,0
user3@company.com,user1@company.com,2023-01-09 16:59:00,1,12,0
user4@company.com,user17@company.com,2023-01-09 18:48:00,0,7,0
user18@company.com,user4@company.com,2023-01-09 17:28:00,0,7,0
user19@company.com,user2@company.com,2023-01-09 17:18:00,1,12,0
user7@company.com,user9@company.com,2023-01-09 19:29:00,0,7,0
user13@company.com,user4@company.com,2023-01-09 10:54:00,1,12,0
user4@company.com,user13@company.com,2023-01-09 19:58:00,1,12,0
user14@company.com,user13@company.com,2023-01-09 07:23:00,0,7,0
user17@company.com,user10@company.com,2023-01-09 11:56:00,1,7,0
user10@company.com,user15@company.com,2023-01-09 17:15:00,0,14,0
user14@company.com,user2@company.com,2023-01-09 07:01:00,0,7,0
user12@company.com,user18@company.com,2023-01-09 18:38:00,1,7,0
user11@company.com,user6@company.com,2023-01-09 16:27:00,0,7,0
user18@company.com,user13@company.com,2023-01-09 10:39:00,1,12,0
